BRAND,SIZE_CODE,COUNTY,STATE,TRADE_CHANNEL,FSCL_WK_END_DTE,SALE_QUANTITY
CHEETOS,3,TRAVIS,TX,CHANNEL A,2/26/22,17211
CHEETOS,4,TARRANT,TX,CHANNEL A,2/19/22,11678
CHEETOS,3,HILL,TX,CHANNEL A,1/8/22,2316
CHEETOS,3,BEXAR,TX,CHANNEL A,12/25/21,65961
